Total.Household.Income,Region,Total.Food.Expenditure,Household.Head.Sex,Household.Head.Age,Type.of.Household,Total.Number.of.Family.members,House.Floor.Area,House.Age,Number.of.bedrooms,Electricity
190962,IX - Zasmboanga Peninsula,71809,Male,64,Single Family,5,30,22,4,1
51726,IX - Zasmboanga Peninsula,19239,Male,61,Single Family,2,30,40,2,1
175512,IX - Zasmboanga Peninsula,53037,Male,48,Single Family,3,33,15,2,1
145194,IX - Zasmboanga Peninsula,51396,Male,52,Extended Family,3,72,8,2,1
110979,IX - Zasmboanga Peninsula,52124,Female,53,Single Family,7,42,3,2,1
42560,IX - Zasmboanga Peninsula,25939,Female,63,Single Family,2,12,15,1,0
54923,IX - Zasmboanga Peninsula,24756,Male,79,Extended Family,3,59,2,4,1
83100,IX - Zasmboanga Peninsula,27035,Male,29,Single Family,4,9,0,1,1
41517,IX - Zasmboanga Peninsula,26110,Male,78,Single Family,2,11,4,1,0
243188,IX - Zasmboanga Peninsula,130348,Male,42,Extended Family,7,35,6,2,1
98635,IX - Zasmboanga Peninsula,58064,Male,49,Extended Family,8,22,20,1,1
121619,IX - Zasmboanga Peninsula,66457,Male,60,Extended Family,8,20,15,1,0
116481,IX - Zasmboanga Peninsula,76262,Male,63,Extended Family,5,14,7,2,1
101034,IX - Zasmboanga Peninsula,61797,Male,61,Extended Family,6,14,25,1,1
78204,IX - Zasmboanga Peninsula,53371,Male,26,Single Family,4,11,13,1,1
113371,IX - Zasmboanga Peninsula,52692,Male,43,Single Family,7,14,12,0,1
73697,IX - Zasmboanga Peninsula,40442,Male,45,Single Family,3,12,15,1,1
194058,IX - Zasmboanga Peninsula,74704,Male,48,Single Family,7,30,1,2,1
99190,IX - Zasmboanga Peninsula,55721,Male,35,Single Family,5,15,5,0,1
284850,IX - Zasmboanga Peninsula,99544,Male,73,Single Family,2,35,36,3,1
135448,IX - Zasmboanga Peninsula,65161,Male,46,Single Family,4,20,7,2,1
101169,IX - Zasmboanga Peninsula,45786,Male,65,Single Family,3,33,2,2,1
404883,IX - Zasmboanga Peninsula,145060,Male,34,Single Family,5,50,1,4,1
60110,IX - Zasmboanga Peninsula,34224,Male,43,Single Family,2,11,14,0,0
72316,IX - Zasmboanga Peninsula,34924,Female,78,Single Family,2,11,25,1,1
105408,IX - Zasmboanga Peninsula,62610,Male,47,Single Family,3,25,23,1,1
347928,IX - Zasmboanga Peninsula,79338,Male,70,Single Family,3,70,64,4,1
85862,IX - Zasmboanga Peninsula,41451,Male,27,Single Family,5,20,1,1,0
56980,IX - Zasmboanga Peninsula,29210,Female,57,Extended Family,2,20,1,1,1
78342,IX - Zasmboanga Peninsula,38116,Male,56,Extended Family,3,20,1,1,0
513730,IX - Zasmboanga Peninsula,123139,Female,67,Extended Family,5,40,48,4,1
141750,IX - Zasmboanga Peninsula,65286,Male,51,Single Family,3,35,6,2,1
132774,IX - Zasmboanga Peninsula,55630,Male,42,Single Family,5,35,1,2,1
77203,IX - Zasmboanga Peninsula,40853,Male,33,Single Family,5,30,5,1,1
116243,IX - Zasmboanga Peninsula,59903,Female,61,Extended Family,3,30,11,2,1
706939,IX - Zasmboanga Peninsula,202791,Male,48,Extended Family,4,60,9,3,1
35375,IX - Zasmboanga Peninsula,17878,Female,74,Single Family,1,21,35,1,1
68533,IX - Zasmboanga Peninsula,39729,Male,26,Single Family,4,21,7,0,0
156291,IX - Zasmboanga Peninsula,79960,Male,51,Single Family,10,21,20,2,1
31842,IX - Zasmboanga Peninsula,15541,Female,69,Single Family,1,16,15,0,0
58015,IX - Zasmboanga Peninsula,29354,Male,50,Single Family,3,15,17,1,1
49032,IX - Zasmboanga Peninsula,30308,Male,62,Extended Family,3,13,3,0,0
50078,IX - Zasmboanga Peninsula,26607,Female,63,Single Family,2,11,13,0,0
72245,IX - Zasmboanga Peninsula,26658,Male,46,Single Family,3,21,6,1,0
54015,IX - Zasmboanga Peninsula,36392,Male,49,Single Family,5,21,15,1,0
36657,IX - Zasmboanga Peninsula,13879,Male,64,Single Family,1,11,12,0,0
29940,IX - Zasmboanga Peninsula,15129,Male,53,Single Family,1,11,6,0,0
64010,IX - Zasmboanga Peninsula,41000,Male,51,Single Family,7,21,6,0,0
47907,IX - Zasmboanga Peninsula,30807,Male,47,Single Family,4,21,15,1,0
80879,IX - Zasmboanga Peninsula,58128,Male,69,Extended Family,10,27,16,1,0
60275,IX - Zasmboanga Peninsula,37808,Male,51,Single Family,4,21,17,0,1
97674,IX - Zasmboanga Peninsula,48689,Male,55,Extended Family,10,15,16,1,1
53759,IX - Zasmboanga Peninsula,26969,Male,54,Single Family,3,23,15,0,0
28330,IX - Zasmboanga Peninsula,17411,Male,64,Single Family,2,16,7,0,0
42254,IX - Zasmboanga Peninsula,27418,Male,64,Extended Family,3,27,10,1,1
64461,IX - Zasmboanga Peninsula,42925,Male,61,Extended Family,3,11,15,1,0
67514,IX - Zasmboanga Peninsula,50440,Male,37,Single Family,5,7,9,1,0
91544,IX - Zasmboanga Peninsula,50968,Male,34,Single Family,5,11,15,1,0
90394,IX - Zasmboanga Peninsula,53765,Male,48,Extended Family,7,11,10,1,0
80874,IX - Zasmboanga Peninsula,42168,Female,76,Extended Family,3,26,5,1,1
73206,IX - Zasmboanga Peninsula,52264,Male,34,Single Family,4,27,5,1,1
36566,IX - Zasmboanga Peninsula,16774,Female,60,Single Family,1,7,10,0,0
157440,IX - Zasmboanga Peninsula,88015,Male,54,Extended Family,5,18,3,2,1
117190,IX - Zasmboanga Peninsula,40003,Male,40,Single Family,2,11,13,1,1
80390,IX - Zasmboanga Peninsula,38291,Male,68,Single Family,2,23,15,2,1
69160,IX - Zasmboanga Peninsula,41513,Female,56,Single Family,4,14,9,1,0
71405,IX - Zasmboanga Peninsula,42482,Male,47,Single Family,3,11,15,1,1
35772,IX - Zasmboanga Peninsula,17984,Male,67,Single Family,1,9,15,0,0
118730,IX - Zasmboanga Peninsula,70997,Male,54,Extended Family,5,61,20,2,1
60058,IX - Zasmboanga Peninsula,40904,Male,63,Single Family,5,11,9,1,0
113902,IX - Zasmboanga Peninsula,60185,Female,41,Single Family,4,11,7,1,1
114668,IX - Zasmboanga Peninsula,52501,Male,45,Single Family,4,14,18,1,0
188500,IX - Zasmboanga Peninsula,93637,Male,62,Extended Family,7,32,25,2,1
119240,IX - Zasmboanga Peninsula,57867,Male,48,Single Family,4,23,8,1,1
106000,IX - Zasmboanga Peninsula,51647,Male,51,Single Family,3,16,20,2,1
510120,IX - Zasmboanga Peninsula,130246,Female,66,Single Family,4,96,20,4,1
225250,IX - Zasmboanga Peninsula,119011,Male,54,Extended Family,6,11,20,1,1
156150,IX - Zasmboanga Peninsula,48915,Male,53,Single Family,2,30,11,1,1
179750,IX - Zasmboanga Peninsula,60017,Male,79,Single Family,5,96,25,2,1
775080,IX - Zasmboanga Peninsula,162945,Male,43,Single Family,4,80,9,2,1
60083,IX - Zasmboanga Peninsula,26440,Male,63,Single Family,2,19,20,1,0
96132,IX - Zasmboanga Peninsula,59429,Male,41,Single Family,6,24,6,1,0
53830,IX - Zasmboanga Peninsula,28133,Male,23,Single Family,5,32,24,1,1
126569,IX - Zasmboanga Peninsula,59837,Male,41,Extended Family,5,32,20,1,1
65871,IX - Zasmboanga Peninsula,28392,Female,70,Extended Family,4,54,65,1,1
183978,IX - Zasmboanga Peninsula,73319,Male,55,Extended Family,4,20,3,0,1
134171,IX - Zasmboanga Peninsula,67493,Male,36,Single Family,5,20,15,1,1
94425,IX - Zasmboanga Peninsula,52078,Male,35,Single Family,5,32,2,1,1
145535,IX - Zasmboanga Peninsula,79658,Male,45,Single Family,6,18,15,0,1
69151,IX - Zasmboanga Peninsula,35369,Female,50,Single Family,2,10,18,2,1
103600,IX - Zasmboanga Peninsula,39782,Male,43,Single Family,2,36,30,2,1
137693,IX - Zasmboanga Peninsula,84667,Male,54,Single Family,7,20,35,2,1
130401,IX - Zasmboanga Peninsula,84616,Male,45,Extended Family,6,20,15,1,1
115422,IX - Zasmboanga Peninsula,78267,Male,33,Single Family,5,29,17,2,1
158490,IX - Zasmboanga Peninsula,90116,Male,45,Extended Family,7,36,7,2,1
150601,IX - Zasmboanga Peninsula,68699,Male,61,Extended Family,4,35,1,3,1
79084,IX - Zasmboanga Peninsula,51048,Male,36,Single Family,6,13,4,1,0
34386,IX - Zasmboanga Peninsula,17544,Female,79,Single Family,1,10,19,0,0
62556,IX - Zasmboanga Peninsula,35840,Male,70,Single Family,2,12,23,1,0
58020,IX - Zasmboanga Peninsula,29973,Female,66,Extended Family,2,12,41,0,1
44915,IX - Zasmboanga Peninsula,26816,Male,83,Single Family,2,13,13,1,0
133554,IX - Zasmboanga Peninsula,87362,Female,47,Single Family,8,45,15,2,1
72254,IX - Zasmboanga Peninsula,42237,Male,30,Single Family,4,40,32,2,1
94848,IX - Zasmboanga Peninsula,70491,Male,36,Single Family,8,15,0,1,1
53314,IX - Zasmboanga Peninsula,25895,Male,46,Single Family,2,25,0,0,0
58130,IX - Zasmboanga Peninsula,27827,Male,82,Single Family,2,18,21,2,1
115943,IX - Zasmboanga Peninsula,56994,Male,41,Single Family,6,26,30,1,1
89105,IX - Zasmboanga Peninsula,50991,Male,36,Single Family,4,20,7,2,1
117953,IX - Zasmboanga Peninsula,53512,Female,60,Extended Family,5,43,1,2,1
65651,IX - Zasmboanga Peninsula,38415,Male,43,Single Family,3,14,25,1,1
112232,IX - Zasmboanga Peninsula,57982,Male,60,Extended Family,6,36,21,1,1
168790,IX - Zasmboanga Peninsula,69749,Female,51,Single Family,3,40,20,2,1
333472,IX - Zasmboanga Peninsula,93445,Female,74,Extended Family,4,42,40,3,1
224114,IX - Zasmboanga Peninsula,76767,Male,55,Extended Family,3,36,4,1,1
138707,IX - Zasmboanga Peninsula,79261,Male,54,Single Family,6,42,15,2,1
63871,IX - Zasmboanga Peninsula,34522,Male,29,Single Family,5,42,15,2,1
108244,IX - Zasmboanga Peninsula,52248,Male,51,Single Family,6,25,29,2,1
110382,IX - Zasmboanga Peninsula,57338,Male,48,Single Family,6,36,13,1,1
104578,IX - Zasmboanga Peninsula,64181,Female,41,Single Family,6,18,3,1,1
306917,IX - Zasmboanga Peninsula,84752,Male,57,Single Family,4,90,3,2,1
108866,IX - Zasmboanga Peninsula,48748,Female,47,Single Family,3,50,20,2,1
513158,IX - Zasmboanga Peninsula,112623,Male,62,Extended Family,8,120,12,4,1
135253,IX - Zasmboanga Peninsula,66182,Male,44,Single Family,4,42,9,2,0
160191,IX - Zasmboanga Peninsula,75995,Male,77,Single Family,5,80,4,5,1
121070,IX - Zasmboanga Peninsula,68818,Male,34,Single Family,4,26,35,1,1
163090,IX - Zasmboanga Peninsula,84907,Male,51,Single Family,6,32,8,2,1
337365,IX - Zasmboanga Peninsula,132969,Male,48,Extended Family,6,32,11,2,1
80770,IX - Zasmboanga Peninsula,54409,Male,24,Single Family,5,15,5,1,0
108880,IX - Zasmboanga Peninsula,42293,Female,50,Single Family,2,20,3,2,1
167330,IX - Zasmboanga Peninsula,59277,Male,58,Single Family,3,20,15,1,1
85275,IX - Zasmboanga Peninsula,42850,Male,52,Single Family,2,15,15,1,0
137071,IX - Zasmboanga Peninsula,86235,Male,37,Single Family,8,32,5,2,1
305619,IX - Zasmboanga Peninsula,143318,Male,61,Extended Family,8,100,40,3,1
67532,IX - Zasmboanga Peninsula,37154,Female,69,Single Family,2,32,8,2,1
539601,IX - Zasmboanga Peninsula,136955,Male,43,Extended Family,7,64,10,3,1
171800,IX - Zasmboanga Peninsula,85768,Male,47,Single Family,5,40,13,3,1
133710,IX - Zasmboanga Peninsula,59995,Male,39,Single Family,6,36,5,2,1
156657,IX - Zasmboanga Peninsula,86223,Male,37,Extended Family,5,36,6,1,1
508474,IX - Zasmboanga Peninsula,141157,Male,43,Single Family,4,28,12,2,1
130215,IX - Zasmboanga Peninsula,50530,Female,51,Single Family,3,30,15,2,1
100714,IX - Zasmboanga Peninsula,54660,Male,35,Single Family,5,18,7,1,0
114089,IX - Zasmboanga Peninsula,66669,Male,37,Single Family,7,24,3,1,1
103976,IX - Zasmboanga Peninsula,57840,Male,56,Extended Family,7,15,15,1,1
116213,IX - Zasmboanga Peninsula,70845,Female,49,Single Family,7,12,16,2,1
611650,IX - Zasmboanga Peninsula,108228,Male,50,Single Family,3,30,15,2,1
138676,IX - Zasmboanga Peninsula,65732,Male,42,Single Family,7,37,3,2,1
117610,IX - Zasmboanga Peninsula,64420,Male,51,Single Family,5,15,3,2,1
804460,IX - Zasmboanga Peninsula,117018,Male,38,Single Family,2,40,3,2,1
249781,IX - Zasmboanga Peninsula,79397,Male,75,Single Family,6,30,29,2,1
469480,IX - Zasmboanga Peninsula,92096,Male,58,Single Family,4,30,9,2,1
249830,IX - Zasmboanga Peninsula,101374,Male,29,Single Family,4,30,1,3,1
94287,IX - Zasmboanga Peninsula,51554,Male,45,Single Family,5,30,3,1,1
495560,IX - Zasmboanga Peninsula,188652,Male,37,Single Family,6,50,1,2,1
346800,IX - Zasmboanga Peninsula,88577,Male,32,Single Family,4,67,17,4,1
615170,IX - Zasmboanga Peninsula,118833,Male,52,Single Family,4,36,18,2,1
439530,IX - Zasmboanga Peninsula,149582,Female,53,Single Family,8,60,46,3,1
283000,IX - Zasmboanga Peninsula,105609,Male,29,Single Family,4,40,18,3,1
363550,IX - Zasmboanga Peninsula,61500,Female,66,Single Family,2,40,3,3,1
183495,IX - Zasmboanga Peninsula,53288,Male,75,Single Family,2,38,13,3,1
194027,IX - Zasmboanga Peninsula,102064,Male,56,Extended Family,9,18,13,0,1
196102,IX - Zasmboanga Peninsula,104108,Male,45,Extended Family,8,22,11,1,1
195330,IX - Zasmboanga Peninsula,66106,Female,60,Extended Family,3,46,21,2,1
223440,IX - Zasmboanga Peninsula,101520,Male,43,Single Family,5,36,12,3,1
170716,IX - Zasmboanga Peninsula,63074,Female,65,Extended Family,5,60,10,4,1
45175,IX - Zasmboanga Peninsula,22015,Female,70,Extended Family,2,11,65,1,0
132855,IX - Zasmboanga Peninsula,47863,Female,71,Extended Family,3,15,35,1,1
153926,IX - Zasmboanga Peninsula,70095,Male,45,Extended Family,5,26,10,2,1
50147,IX - Zasmboanga Peninsula,28276,Male,32,Single Family,4,9,15,1,0
31945,IX - Zasmboanga Peninsula,17425,Female,61,Single Family,1,7,20,0,0
385986,IX - Zasmboanga Peninsula,110067,Male,49,Extended Family,8,32,18,2,1
102920,IX - Zasmboanga Peninsula,65157,Female,34,Single Family,6,16,3,0,0
99810,IX - Zasmboanga Peninsula,55810,Male,42,Extended Family,6,22,6,2,1
212416,IX - Zasmboanga Peninsula,77130,Female,61,Extended Family,3,19,25,2,1
80426,IX - Zasmboanga Peninsula,43431,Male,67,Extended Family,5,15,25,2,0
110836,IX - Zasmboanga Peninsula,65168,Male,48,Single Family,9,20,13,2,1
182337,IX - Zasmboanga Peninsula,83310,Male,51,Single Family,10,29,15,1,1
134076,IX - Zasmboanga Peninsula,59100,Male,39,Extended Family,5,32,6,2,1
172775,IX - Zasmboanga Peninsula,59181,Male,36,Single Family,3,19,8,2,1
107420,IX - Zasmboanga Peninsula,60457,Male,43,Single Family,5,22,14,2,1
183640,IX - Zasmboanga Peninsula,56936,Male,49,Single Family,3,26,12,1,1
250102,IX - Zasmboanga Peninsula,97331,Female,56,Extended Family,3,10,27,3,1
77465,IX - Zasmboanga Peninsula,21433,Male,65,Single Family,1,11,3,1,1
184700,IX - Zasmboanga Peninsula,81601,Male,38,Single Family,4,26,8,3,1
146000,IX - Zasmboanga Peninsula,72036,Male,42,Extended Family,4,20,10,2,1
95245,IX - Zasmboanga Peninsula,46728,Male,42,Extended Family,6,21,6,2,1
165900,IX - Zasmboanga Peninsula,62287,Male,49,Extended Family,6,42,3,1,1
152169,IX - Zasmboanga Peninsula,38996,Male,50,Single Family,2,144,16,3,1
143342,IX - Zasmboanga Peninsula,88759,Male,58,Extended Family,6,47,38,2,1
142678,IX - Zasmboanga Peninsula,64766,Male,57,Extended Family,8,20,20,2,1
328715,IX - Zasmboanga Peninsula,143591,Male,43,Single Family,8,20,9,3,1
37354,IX - Zasmboanga Peninsula,17031,Male,61,Single Family,2,30,7,1,0
160438,IX - Zasmboanga Peninsula,69429,Female,60,Extended Family,6,16,5,2,1
96172,IX - Zasmboanga Peninsula,38031,Female,62,Extended Family,2,7,15,2,1
87951,IX - Zasmboanga Peninsula,43061,Male,69,Single Family,2,14,5,0,1
62045,IX - Zasmboanga Peninsula,35123,Male,64,Single Family,2,8,3,0,0
849200,IX - Zasmboanga Peninsula,194382,Male,52,Single Family,4,60,34,3,1
269123,IX - Zasmboanga Peninsula,88738,Male,46,Single Family,4,60,15,2,1
221230,IX - Zasmboanga Peninsula,72287,Male,29,Single Family,4,20,35,2,1
240160,IX - Zasmboanga Peninsula,71538,Male,46,Single Family,3,28,23,1,1
204440,IX - Zasmboanga Peninsula,71538,Male,70,Extended Family,5,48,25,2,1
814676,IX - Zasmboanga Peninsula,169299,Male,66,Single Family,3,68,17,3,1
1143201,IX - Zasmboanga Peninsula,169749,Male,53,Single Family,5,40,24,4,1
883373,IX - Zasmboanga Peninsula,169317,Male,80,Extended Family,6,80,47,5,1
588055,IX - Zasmboanga Peninsula,131496,Male,59,Single Family,3,40,17,2,1
987570,IX - Zasmboanga Peninsula,225377,Female,71,Extended Family,8,72,32,5,1
810616,IX - Zasmboanga Peninsula,53235,Female,70,Single Family,2,72,51,3,1
232042,IX - Zasmboanga Peninsula,69600,Male,34,Single Family,6,15,37,2,1
134160,IX - Zasmboanga Peninsula,55400,Female,64,Single Family,4,80,25,2,1
71645,IX - Zasmboanga Peninsula,46322,Female,39,Single Family,6,40,15,1,1
121935,IX - Zasmboanga Peninsula,50921,Male,34,Single Family,6,29,15,1,1
57100,IX - Zasmboanga Peninsula,35615,Female,46,Extended Family,4,18,35,1,0
887824,IX - Zasmboanga Peninsula,87263,Male,56,Single Family,3,90,4,3,1
174840,IX - Zasmboanga Peninsula,77269,Male,46,Extended Family,5,40,14,2,1
47552,IX - Zasmboanga Peninsula,17169,Male,56,Single Family,1,25,27,1,1
70700,IX - Zasmboanga Peninsula,34604,Male,56,Single Family,2,12,35,1,1
125380,IX - Zasmboanga Peninsula,64100,Male,48,Extended Family,4,38,21,2,1
57525,IX - Zasmboanga Peninsula,29646,Male,52,Single Family,2,26,25,1,1
351152,IX - Zasmboanga Peninsula,180889,Male,66,Extended Family,11,120,17,4,1
219690,IX - Zasmboanga Peninsula,55028,Male,53,Single Family,4,30,5,1,1
208694,IX - Zasmboanga Peninsula,73974,Male,51,Extended Family,7,28,20,2,1
90295,IX - Zasmboanga Peninsula,53305,Male,45,Single Family,7,36,3,2,1
19730,IX - Zasmboanga Peninsula,9158,Male,70,Single Family,1,8,3,0,0
103532,IX - Zasmboanga Peninsula,41025,Male,40,Single Family,7,18,3,1,0
97504,IX - Zasmboanga Peninsula,65571,Female,56,Extended Family,8,26,15,2,1
415275,IX - Zasmboanga Peninsula,129864,Male,40,Single Family,6,32,5,1,1
125142,IX - Zasmboanga Peninsula,41870,Female,46,Single Family,2,96,5,1,1
129178,IX - Zasmboanga Peninsula,53001,Male,43,Single Family,5,96,20,1,1
133688,IX - Zasmboanga Peninsula,58329,Male,45,Extended Family,7,25,4,1,1
132115,IX - Zasmboanga Peninsula,81763,Male,56,Extended Family,11,46,20,2,0
49634,IX - Zasmboanga Peninsula,14274,Female,71,Single Family,1,19,20,1,0
61105,IX - Zasmboanga Peninsula,37670,Male,69,Extended Family,5,28,17,0,1
65130,IX - Zasmboanga Peninsula,26899,Male,53,Single Family,2,25,15,1,1
137010,IX - Zasmboanga Peninsula,70268,Male,38,Single Family,6,20,20,1,1
563290,IX - Zasmboanga Peninsula,111509,Male,41,Single Family,4,60,7,3,1
243588,IX - Zasmboanga Peninsula,89808,Female,73,Extended Family,4,60,7,3,1
90480,IX - Zasmboanga Peninsula,50917,Female,55,Single Family,3,7,23,1,1
143590,IX - Zasmboanga Peninsula,63990,Male,44,Single Family,5,10,19,2,1
114974,IX - Zasmboanga Peninsula,56158,Male,27,Single Family,3,30,20,1,1
101244,IX - Zasmboanga Peninsula,42346,Male,28,Single Family,3,30,20,1,1
231772,IX - Zasmboanga Peninsula,133247,Male,72,Single Family,3,64,22,2,1
158923,IX - Zasmboanga Peninsula,52357,Male,58,Single Family,2,56,26,2,1
374600,IX - Zasmboanga Peninsula,125071,Female,42,Extended Family,5,27,42,4,1
114520,IX - Zasmboanga Peninsula,47206,Male,55,Single Family,3,30,14,1,1
204110,IX - Zasmboanga Peninsula,101938,Male,45,Single Family,8,64,14,2,1
27660,IX - Zasmboanga Peninsula,11748,Female,78,Single Family,1,30,25,1,1
180005,IX - Zasmboanga Peninsula,100386,Male,51,Extended Family,10,22,25,1,1
300348,IX - Zasmboanga Peninsula,125996,Male,54,Extended Family,12,32,20,3,1
168507,IX - Zasmboanga Peninsula,82208,Male,53,Extended Family,6,42,15,3,1
100226,IX - Zasmboanga Peninsula,53496,Male,31,Single Family,5,22,13,1,1
75608,IX - Zasmboanga Peninsula,41721,Male,51,Single Family,3,20,14,1,1
176146,IX - Zasmboanga Peninsula,111200,Male,53,Extended Family,8,24,28,2,1
114800,IX - Zasmboanga Peninsula,31933,Female,73,Single Family,1,22,42,2,1
608475,IX - Zasmboanga Peninsula,146169,Male,41,Single Family,4,28,3,1,1
90950,IX - Zasmboanga Peninsula,43712,Male,71,Single Family,2,50,5,0,0
115800,IX - Zasmboanga Peninsula,67945,Male,41,Single Family,5,20,14,1,1
227060,IX - Zasmboanga Peninsula,111841,Female,43,Extended Family,11,32,18,2,1
186542,IX - Zasmboanga Peninsula,115664,Male,48,Single Family,6,18,16,3,1
167818,IX - Zasmboanga Peninsula,69441,Male,40,Extended Family,4,32,40,2,1
154451,IX - Zasmboanga Peninsula,78792,Male,32,Extended Family,9,20,21,1,1
329581,IX - Zasmboanga Peninsula,38817,Male,22,Single Family,3,42,25,4,1
566396,IX - Zasmboanga Peninsula,183913,Male,80,Extended Family,8,36,24,3,1
156165,IX - Zasmboanga Peninsula,68412,Male,43,Single Family,4,27,7,0,1
105000,IX - Zasmboanga Peninsula,31205,Male,44,Single Family,2,37,19,2,1
1202840,IX - Zasmboanga Peninsula,126964,Male,59,Extended Family,6,40,15,3,1
148120,IX - Zasmboanga Peninsula,70233,Male,65,Single Family,6,15,36,0,1
361196,IX - Zasmboanga Peninsula,100342,Male,44,Extended Family,7,42,20,3,1
78370,IX - Zasmboanga Peninsula,48967,Male,75,Extended Family,5,18,5,1,1
134890,IX - Zasmboanga Peninsula,61318,Male,46,Single Family,6,33,12,2,1
125925,IX - Zasmboanga Peninsula,67106,Male,44,Extended Family,6,30,15,2,1
68071,IX - Zasmboanga Peninsula,33841,Male,65,Single Family,2,45,17,2,1
91958,IX - Zasmboanga Peninsula,36475,Male,44,Extended Family,5,20,9,2,1
125000,IX - Zasmboanga Peninsula,55424,Female,60,Extended Family,7,30,17,2,1
94778,IX - Zasmboanga Peninsula,48827,Male,39,Single Family,5,18,21,2,1
95505,IX - Zasmboanga Peninsula,31574,Female,38,Single Family,2,23,7,1,1
72402,IX - Zasmboanga Peninsula,41500,Male,62,Single Family,4,28,20,2,1
89243,IX - Zasmboanga Peninsula,51781,Male,46,Single Family,4,30,14,1,0
94934,IX - Zasmboanga Peninsula,55315,Male,53,Single Family,5,34,25,2,0
48190,IX - Zasmboanga Peninsula,26994,Female,74,Single Family,1,30,40,2,1
102710,IX - Zasmboanga Peninsula,64521,Male,65,Extended Family,5,35,12,2,0
77597,IX - Zasmboanga Peninsula,45987,Male,45,Extended Family,5,31,5,2,1
89222,IX - Zasmboanga Peninsula,39878,Male,63,Single Family,2,14,55,1,0
79565,IX - Zasmboanga Peninsula,31717,Male,55,Extended Family,3,10,21,2,1
573523,IX - Zasmboanga Peninsula,73591,Male,84,Single Family,2,50,31,4,1
82630,IX - Zasmboanga Peninsula,41230,Male,32,Single Family,6,15,30,2,1
117006,IX - Zasmboanga Peninsula,27718,Male,84,Single Family,2,11,3,2,1
65155,IX - Zasmboanga Peninsula,34625,Male,26,Single Family,5,7,4,1,0
79127,IX - Zasmboanga Peninsula,46997,Male,27,Single Family,5,29,2,1,1
78047,IX - Zasmboanga Peninsula,44323,Male,31,Single Family,3,25,6,2,1
91004,IX - Zasmboanga Peninsula,48948,Male,44,Extended Family,7,22,3,2,1
98497,IX - Zasmboanga Peninsula,46246,Male,53,Single Family,5,20,36,2,1
59671,IX - Zasmboanga Peninsula,36356,Male,70,Extended Family,4,15,18,2,1
197240,IX - Zasmboanga Peninsula,71486,Male,63,Extended Family,5,29,11,1,1
108615,IX - Zasmboanga Peninsula,55137,Male,43,Extended Family,7,18,21,1,1
51931,IX - Zasmboanga Peninsula,38308,Male,51,Single Family,3,15,19,2,1
201133,IX - Zasmboanga Peninsula,105807,Male,39,Two or More Nonrelated Persons/Members,9,23,9,2,1
96201,IX - Zasmboanga Peninsula,62438,Male,46,Single Family,6,32,16,1,1
125459,IX - Zasmboanga Peninsula,62169,Male,36,Single Family,5,24,2,1,0
226444,IX - Zasmboanga Peninsula,60022,Female,87,Extended Family,2,100,35,2,1
111570,IX - Zasmboanga Peninsula,56718,Male,40,Extended Family,2,20,6,1,1
1271592,IX - Zasmboanga Peninsula,296555,Female,55,Two or More Nonrelated Persons/Members,5,54,25,6,1
113748,IX - Zasmboanga Peninsula,64043,Male,51,Single Family,4,24,1,1,0
238230,IX - Zasmboanga Peninsula,77719,Male,57,Single Family,2,26,6,1,1
131327,IX - Zasmboanga Peninsula,72186,Male,36,Single Family,4,16,2,2,1
821052,IX - Zasmboanga Peninsula,148910,Male,40,Single Family,4,40,34,4,1
114101,IX - Zasmboanga Peninsula,72290,Male,47,Single Family,6,18,15,2,1
439299,IX - Zasmboanga Peninsula,112017,Male,45,Single Family,5,18,5,1,0
315937,IX - Zasmboanga Peninsula,61846,Female,77,Single Family,2,30,35,1,1
97150,IX - Zasmboanga Peninsula,52252,Female,82,Extended Family,4,15,2,1,1
56990,IX - Zasmboanga Peninsula,34167,Male,32,Single Family,4,10,8,0,1
51637,IX - Zasmboanga Peninsula,27744,Female,61,Single Family,2,11,14,1,0
49378,IX - Zasmboanga Peninsula,30965,Male,74,Single Family,2,10,12,0,0
76711,IX - Zasmboanga Peninsula,41506,Female,56,Single Family,3,12,13,1,1
59975,IX - Zasmboanga Peninsula,26174,Male,36,Single Family,1,14,4,0,0
93019,IX - Zasmboanga Peninsula,66567,Male,51,Single Family,7,18,10,2,0
105336,IX - Zasmboanga Peninsula,66967,Male,48,Single Family,9,14,15,1,0
92503,IX - Zasmboanga Peninsula,50487,Male,45,Single Family,6,20,11,1,0
76486,IX - Zasmboanga Peninsula,38589,Male,23,Extended Family,4,10,2,0,0
58531,IX - Zasmboanga Peninsula,32718,Male,54,Single Family,2,12,10,0,0
77194,IX - Zasmboanga Peninsula,42780,Male,52,Single Family,5,15,3,1,0
307818,IX - Zasmboanga Peninsula,119060,Female,53,Extended Family,7,50,37,3,1
240120,IX - Zasmboanga Peninsula,114209,Male,47,Extended Family,7,28,23,1,1
156535,IX - Zasmboanga Peninsula,76192,Male,54,Extended Family,4,32,20,2,1
148677,IX - Zasmboanga Peninsula,57352,Female,61,Extended Family,3,14,17,2,1
104312,IX - Zasmboanga Peninsula,56282,Female,64,Single Family,2,20,21,2,1
104620,IX - Zasmboanga Peninsula,32773,Male,53,Single Family,2,25,30,0,1
104232,IX - Zasmboanga Peninsula,47030,Male,54,Single Family,4,16,20,1,0
186528,IX - Zasmboanga Peninsula,54942,Female,46,Extended Family,3,34,36,2,1
